symbol,name,status,category
3188.TWO,鑫龍騰,上櫃,半導體
3219.TWO,倚強,上櫃,半導體
3227.TWO,原相,上櫃,半導體
3228.TWO,金麗科,上櫃,半導體
3259.TWO,鑫創,上櫃,半導體
3260.TWO,威剛,上櫃,半導體
3264.TWO,欣銓,上櫃,半導體
3265.TWO,台星科,上櫃,半導體
3268.TWO,海德威,上櫃,半導體
3317.TWO,尼克森,上櫃,半導體
3372.TWO,典範,上櫃,半導體
3438.TWO,類比科,上櫃,半導體
3527.TWO,聚積,上櫃,半導體
3529.TWO,力旺,上櫃,半導體
3555.TWO,重鳥鵬,上櫃,半導體
3556.TWO,禾瑞亞,上櫃,半導體
3567.TWO,逸昌,上櫃,半導體
3675.TWO,德微,上櫃,半導體
3680.TWO,家登,上櫃,半導體
4966.TWO,譜瑞-KY,上櫃,半導體
4971.TWO,IET-KY,上櫃,半導體
4973.TWO,廣穎,上櫃,半導體
5272.TWO,笙科,上櫃,半導體
5274.TWO,信驊,上櫃,半導體
5302.TWO,太欣,上櫃,半導體
5314.TWO,世紀,上櫃,半導體
5344.TWO,立衛,上櫃,半導體
5347.TWO,世界,上櫃,半導體
5351.TWO,鈺創,上櫃,半導體
5425.TWO,台半,上櫃,半導體
5455.TWO,訊利電,上櫃,半導體
5468.TWO,凱鈺,上櫃,半導體
5483.TWO,中美晶,上櫃,半導體
5487.TWO,通泰,上櫃,半導體
6103.TWO,合邦,上櫃,半導體
6104.TWO,創惟,上櫃,半導體
6129.TWO,普誠,上櫃,半導體
6138.TWO,茂達,上櫃,半導體
6147.TWO,頎邦,上櫃,半導體
6182.TWO,合晶,上櫃,半導體
6198.TWO,凌泰,上櫃,半導體
6223.TWO,旺矽,上櫃,半導體
6229.TWO,研通,上櫃,半導體
6233.TWO,旺玖,上櫃,半導體
6237.TWO,驊訊,上櫃,半導體
6261.TWO,久元,上櫃,半導體
6287.TWO,元隆,上櫃,半導體
6291.TWO,沛亨,上櫃,半導體
6411.TWO,晶焱,上櫃,半導體
8024.TWO,佑華,上櫃,半導體
8040.TWO,九暘,上櫃,半導體
8054.TWO,安國,上櫃,半導體
8086.TWO,宏捷科,上櫃,半導體
8088.TWO,品安,上櫃,半導體
8277.TWO,商丞,上櫃,半導體
1569.TWO,濱川,上櫃,電腦及週邊設備
3071.TWO,協禧,上櫃,電腦及週邊設備
3088.TWO,艾訊,上櫃,電腦及週邊設備
3211.TWO,順達,上櫃,電腦及週邊設備
3213.TWO,茂訊,上櫃,電腦及週邊設備
3287.TWO,廣寰科,上櫃,電腦及週邊設備
3323.TWO,加百裕,上櫃,電腦及週邊設備
3325.TWO,旭品,上櫃,電腦及週邊設備
3479.TWO,安勤,上櫃,電腦及週邊設備
3483.TWO,力致,上櫃,電腦及週邊設備
3521.TWO,鴻翊,上櫃,電腦及週邊設備
3540.TWO,曜越,上櫃,電腦及週邊設備
3577.TWO,泓格,上櫃,電腦及週邊設備
3594.TWO,磐儀,上櫃,電腦及週邊設備
3611.TWO,鼎翰,上櫃,電腦及週邊設備
3625.TWO,西勝,上櫃,電腦及週邊設備
3693.TWO,營邦,上櫃,電腦及週邊設備
4924.TWO,欣厚-KY,上櫃,電腦及週邊設備
4987.TWO,科誠,上櫃,電腦及週邊設備
5289.TWO,宜鼎,上櫃,電腦及週邊設備
5356.TWO,協益,上櫃,電腦及週邊設備
5386.TWO,青雲,上櫃,電腦及週邊設備
5426.TWO,振發,上櫃,電腦及週邊設備
5438.TWO,東友,上櫃,電腦及週邊設備
5450.TWO,寶聯通,上櫃,電腦及週邊設備
5465.TWO,富驊,上櫃,電腦及週邊設備
5474.TWO,聰泰,上櫃,電腦及週邊設備
5490.TWO,同亨,上櫃,電腦及週邊設備
6121.TWO,新普,上櫃,電腦及週邊設備
6123.TWO,上奇,上櫃,電腦及週邊設備
6150.TWO,撼訊,上櫃,電腦及週邊設備
6160.TWO,欣技,上櫃,電腦及週邊設備
6161.TWO,捷波,上櫃,電腦及週邊設備
6188.TWO,廣明,上櫃,電腦及週邊設備
6222.TWO,上揚,上櫃,電腦及週邊設備
6228.TWO,全譜,上櫃,電腦及週邊設備
6276.TWO,安鈦克,上櫃,電腦及週邊設備
8050.TWO,廣積,上櫃,電腦及週邊設備
8076.TWO,伍豐,上櫃,電腦及週邊設備
8234.TWO,新漢,上櫃,電腦及週邊設備
8299.TWO,群聯,上櫃,電腦及週邊設備
8410.TWO,森田,上櫃,電腦及週邊設備
3066.TWO,李洲,上櫃,光電
3128.TWO,昇銳,上櫃,光電
3230.TWO,錦明,上櫃,光電
3297.TWO,杭特,上櫃,光電
3339.TWO,泰谷,上櫃,光電
3362.TWO,先進光,上櫃,光電
3434.TWO,哲固,上櫃,光電
3441.TWO,聯一光,上櫃,光電
3455.TWO,由田,上櫃,光電
3490.TWO,單井,上櫃,光電
3516.TWO,亞帝歐,上櫃,光電
3522.TWO,宏森,上櫃,光電
3523.TWO,迎輝,上櫃,光電
3531.TWO,先益,上櫃,光電
3615.TWO,安可,上櫃,光電
3623.TWO,富晶通,上櫃,光電
3629.TWO,群富通,上櫃,光電
3630.TWO,新鉅科,上櫃,光電
3685.TWO,元創精密,上櫃,光電
3691.TWO,碩禾,上櫃,光電
4729.TWO,熒茂,上櫃,光電
4933.TWO,友輝,上櫃,光電
4944.TWO,兆遠,上櫃,光電
4972.TWO,湯石照明,上櫃,光電
4995.TWO,晶達,上櫃,光電
5230.TWO,雷笛克光學,上櫃,光電
5251.TWO,天鉞電,上櫃,光電
5315.TWO,光聯,上櫃,光電
5371.TWO,中光電,上櫃,光電
5392.TWO,應華,上櫃,光電
5432.TWO,達威,上櫃,光電
5443.TWO,均豪,上櫃,光電
6125.TWO,廣運,上櫃,光電
6167.TWO,久正,上櫃,光電
6234.TWO,高僑,上櫃,光電
6244.TWO,茂迪,上櫃,光電
6246.TWO,臺龍,上櫃,光電
8049.TWO,晶采,上櫃,光電
8064.TWO,東捷,上櫃,光電
8069.TWO,元太,上櫃,光電
8087.TWO,華鎂鑫,上櫃,光電
8111.TWO,立碁,上櫃,光電
8240.TWO,華宏,上櫃,光電
3095.TWO,及成,上櫃,通信網路
3152.TWO,璟德,上櫃,通信網路
3163.TWO,波若威,上櫃,通信網路
3221.TWO,台嘉碩,上櫃,通信網路
3234.TWO,光環,上櫃,通信網路
3290.TWO,東浦,上櫃,通信網路
3306.TWO,鼎天,上櫃,通信網路
3363.TWO,上詮,上櫃,通信網路
3466.TWO,致振,上櫃,通信網路
3491.TWO,昇達科,上櫃,通信網路
3499.TWO,環天科,上櫃,通信網路
3558.TWO,神準,上櫃,通信網路
3564.TWO,其陽,上櫃,通信網路
3632.TWO,研勤,上櫃,通信網路
3664.TWO,安瑞-KY,上櫃,通信網路
3684.TWO,榮昌,上櫃,通信網路
4903.TWO,聯光通,上櫃,通信網路
4905.TWO,台聯電,上櫃,通信網路
4908.TWO,前鼎,上櫃,通信網路
4909.TWO,新復興,上櫃,通信網路
4979.TWO,華星光,上櫃,通信網路
5348.TWO,系通,上櫃,通信網路
5353.TWO,台林,上櫃,通信網路
6109.TWO,亞元,上櫃,通信網路
6143.TWO,振曜,上櫃,通信網路
6163.TWO,華電網,上櫃,通信網路
6170.TWO,統振,上櫃,通信網路
6190.TWO,萬泰科,上櫃,通信網路
6218.TWO,豪勉,上櫃,通信網路
6241.TWO,易通展,上櫃,通信網路
6245.TWO,立端,上櫃,通信網路
6263.TWO,普萊德,上櫃,通信網路
8034.TWO,榮群,上櫃,通信網路
8048.TWO,德勝,上櫃,通信網路
8059.TWO,凱碩,上櫃,通信網路
8097.TWO,常珵,上櫃,通信網路
8171.TWO,天宇,上櫃,通信網路
8176.TWO,智捷,上櫃,通信網路
1336.TWO,台翰,上櫃,電子零組件
1595.TWO,川寶,上櫃,電子零組件
1815.TWO,富喬,上櫃,電子零組件
3078.TWO,僑威,上櫃,電子零組件
3089.TWO,遠昇,上櫃,電子零組件
3114.TWO,好德,上櫃,電子零組件
3115.TWO,寶島極,上櫃,電子零組件
3191.TWO,和進,上櫃,電子零組件
3202.TWO,樺晟,上櫃,電子零組件
3206.TWO,志豐,上櫃,電子零組件
3207.TWO,耀勝,上櫃,電子零組件
3217.TWO,優群,上櫃,電子零組件
3236.TWO,千如,上櫃,電子零組件
3276.TWO,宇環,上櫃,電子零組件
3288.TWO,點晶,上櫃,電子零組件
3294.TWO,英濟,上櫃,電子零組件
3310.TWO,佳穎,上櫃,電子零組件
3313.TWO,斐成,上櫃,電子零組件
3322.TWO,建舜電,上櫃,電子零組件
3332.TWO,幸康,上櫃,電子零組件
3354.TWO,律勝,上櫃,電子零組件
3388.TWO,崇越電,上櫃,電子零組件
3390.TWO,旭軟,上櫃,電子零組件
3465.TWO,祥業,上櫃,電子零組件
3484.TWO,崧騰,上櫃,電子零組件
3511.TWO,矽瑪,上櫃,電子零組件
3512.TWO,能緹,上櫃,電子零組件
3520.TWO,振維,上櫃,電子零組件
3526.TWO,凡甲,上櫃,電子零組件
3537.TWO,堡達,上櫃,電子零組件
3548.TWO,兆利,上櫃,電子零組件
3609.TWO,東林,上櫃,電子零組件
3624.TWO,光頡,上櫃,電子零組件
3631.TWO,晟楠,上櫃,電子零組件
3646.TWO,艾恩特,上櫃,電子零組件
3689.TWO,湧德,上櫃,電子零組件
4939.TWO,亞電,上櫃,電子零組件
4974.TWO,亞泰,上櫃,電子零組件
5227.TWO,立凱-KY,上櫃,電子零組件
5309.TWO,系統電,上櫃,電子零組件
5321.TWO,友銓,上櫃,電子零組件
5328.TWO,華容,上櫃,電子零組件
5340.TWO,建榮,上櫃,電子零組件
5345.TWO,天揚,上櫃,電子零組件
5355.TWO,佳總,上櫃,電子零組件
5381.TWO,合正,上櫃,電子零組件
5398.TWO,力瑋,上櫃,電子零組件
5439.TWO,高技,上櫃,電子零組件
5457.TWO,宣德,上櫃,電子零組件
5460.TWO,同協,上櫃,電子零組件
5464.TWO,霖宏,上櫃,電子零組件
5475.TWO,德宏,上櫃,電子零組件
5481.TWO,華韡,上櫃,電子零組件
5488.TWO,松普,上櫃,電子零組件
5498.TWO,凱崴,上櫃,電子零組件
6101.TWO,弘捷,上櫃,電子零組件
6114.TWO,久威,上櫃,電子零組件
6124.TWO,業強,上櫃,電子零組件
6126.TWO,信音,上櫃,電子零組件
6127.TWO,九豪,上櫃,電子零組件
6134.TWO,萬旭,上櫃,電子零組件
6156.TWO,松上,上櫃,電子零組件
6158.TWO,禾昌,上櫃,電子零組件
6173.TWO,信昌電,上櫃,電子零組件
6174.TWO,安碁,上櫃,電子零組件
6175.TWO,立敦,上櫃,電子零組件
6185.TWO,幃翔,上櫃,電子零組件
6194.TWO,育富,上櫃,電子零組件
6203.TWO,海韻電,上櫃,電子零組件
6204.TWO,艾華,上櫃,電子零組件
6207.TWO,雷科,上櫃,電子零組件
6208.TWO,日揚,上櫃,電子零組件
6210.TWO,慶生,上櫃,電子零組件
6217.TWO,中探針,上櫃,電子零組件
6220.TWO,岳豐,上櫃,電子零組件
6259.TWO,百徽,上櫃,電子零組件
6266.TWO,泰詠,上櫃,電子零組件
6274.TWO,台燿,上櫃,電子零組件
6279.TWO,胡連,上櫃,電子零組件
6284.TWO,佳邦,上櫃,電子零組件
6290.TWO,良維,上櫃,電子零組件
6292.TWO,迅德,上櫃,電子零組件
8038.TWO,長園科,上櫃,電子零組件
8042.TWO,金山電,上櫃,電子零組件
8043.TWO,蜜望實,上櫃,電子零組件
8071.TWO,能率豐,上櫃,電子零組件
8074.TWO,鉅橡,上櫃,電子零組件
8080.TWO,奧斯特,上櫃,電子零組件
8091.TWO,翔名,上櫃,電子零組件
8093.TWO,保銳,上櫃,電子零組件
8109.TWO,博大,上櫃,電子零組件
8121.TWO,越峰,上櫃,電子零組件
8147.TWO,正淩,上櫃,電子零組件
8155.TWO,博智,上櫃,電子零組件
8182.TWO,加高,上櫃,電子零組件
8289.TWO,泰藝,上櫃,電子零組件
8291.TWO,尚茂,上櫃,電子零組件
8358.TWO,金居,上櫃,電子零組件
3224.TWO,三顧,上櫃,電子通路
3232.TWO,昱捷,上櫃,電子通路
3360.TWO,尚立,上櫃,電子通路
3444.TWO,利機,上櫃,電子通路
6113.TWO,亞矽,上櫃,電子通路
6118.TWO,建達,上櫃,電子通路
6154.TWO,順發,上櫃,電子通路
6227.TWO,茂綸,上櫃,電子通路
6265.TWO,方土昶,上櫃,電子通路
6270.TWO,倍微,上櫃,電子通路
8032.TWO,光菱,上櫃,電子通路
8067.TWO,志旭,上櫃,電子通路
8068.TWO,全達,上櫃,電子通路
8084.TWO,巨虹,上櫃,電子通路
8096.TWO,擎亞,上櫃,電子通路
3085.TWO,久大,上櫃,資訊服務
3570.TWO,大塚,上櫃,資訊服務
4953.TWO,緯軟,上櫃,資訊服務
5201.TWO,凱衛,上櫃,資訊服務
5202.TWO,力新,上櫃,資訊服務
5209.TWO,新鼎,上櫃,資訊服務
5210.TWO,寶碩,上櫃,資訊服務
5211.TWO,蒙恬,上櫃,資訊服務
5212.TWO,凌網,上櫃,資訊服務
5287.TWO,數字,上櫃,資訊服務
5310.TWO,天剛,上櫃,資訊服務
5403.TWO,中菲,上櫃,資訊服務
5410.TWO,國眾,上櫃,資訊服務
6140.TWO,訊達,上櫃,資訊服務
6148.TWO,驊宏資,上櫃,資訊服務
6221.TWO,晉泰,上櫃,資訊服務
6231.TWO,系微,上櫃,資訊服務
6240.TWO,松崗,上櫃,資訊服務
8044.TWO,網家,上櫃,資訊服務
8099.TWO,大世科,上櫃,資訊服務
8416.TWO,實威,上櫃,資訊服務
1785.TWO,光洋科,上櫃,其他電子
3067.TWO,全域,上櫃,其他電子
3093.TWO,港建,上櫃,其他電子
3131.TWO,弘塑,上櫃,其他電子
3285.TWO,微端,上櫃,其他電子
3289.TWO,宜特,上櫃,其他電子
3303.TWO,岱稜,上櫃,其他電子
3324.TWO,雙鴻,上櫃,其他電子
3373.TWO,熱映,上櫃,其他電子
3402.TWO,漢科,上櫃,其他電子
3498.TWO,陽程,上櫃,其他電子
3508.TWO,位速,上櫃,其他電子
3541.TWO,西柏,上櫃,其他電子
3551.TWO,世禾,上櫃,其他電子
3552.TWO,同致,上櫃,其他電子
3580.TWO,友威科,上櫃,其他電子
3587.TWO,閎康,上櫃,其他電子
3628.TWO,盈正,上櫃,其他電子
3642.TWO,駿熠電,上櫃,其他電子
3663.TWO,鑫科,上櫃,其他電子
5205.TWO,漢康,上櫃,其他電子
5383.TWO,金利,上櫃,其他電子
5452.TWO,佶優,上櫃,其他電子
5489.TWO,彩富,上櫃,其他電子
5493.TWO,三聯,上櫃,其他電子
5536.TWO,聖暉,上櫃,其他電子
6146.TWO,耕興,上櫃,其他電子
6151.TWO,晉倫,上櫃,其他電子
6187.TWO,萬潤,上櫃,其他電子
6247.TWO,淇譽電,上櫃,其他電子
6275.TWO,元山,上櫃,其他電子
8047.TWO,星雲,上櫃,其他電子
8085.TWO,福華,上櫃,其他電子
8092.TWO,建暐,上櫃,其他電子
8183.TWO,精星,上櫃,其他電子
8383.TWO,千附,上櫃,其他電子
2596.TWO,綠意,上櫃,建材營造
3489.TWO,森寶,上櫃,建材營造
4113.TWO,聯上,上櫃,建材營造
4416.TWO,三圓,上櫃,建材營造
4907.TWO,富宇,上櫃,建材營造
5206.TWO,坤悅,上櫃,建材營造
5213.TWO,亞昕,上櫃,建材營造
5324.TWO,士開,上櫃,建材營造
5508.TWO,永信建,上櫃,建材營造
5511.TWO,德昌,上櫃,建材營造
5512.TWO,力麒,上櫃,建材營造
5514.TWO,三豐,上櫃,建材營造
5516.TWO,雙喜,上櫃,建材營造
5520.TWO,力泰,上櫃,建材營造
5523.TWO,豐謙,上櫃,建材營造
5529.TWO,志嘉,上櫃,建材營造
6171.TWO,亞銳士,上櫃,建材營造
6186.TWO,新潤,上櫃,建材營造
6212.TWO,理銘,上櫃,建材營造
6219.TWO,富旺,上櫃,建材營造
6264.TWO,富裔,上櫃,建材營造
8424.TWO,惠普,上櫃,建材營造
5601.TWO,台聯櫃,上櫃,航運業
5603.TWO,陸海,上櫃,航運業
5604.TWO,中連貨,上櫃,航運業
5609.TWO,中菲行,上櫃,航運業
1259.TWO,安心,上櫃,觀光
2718.TWO,晶悅,上櫃,觀光
2719.TWO,燦星旅,上櫃,觀光
2724.TWO,富驛-KY,上櫃,觀光
2729.TWO,瓦城,上櫃,觀光
2734.TWO,易飛網,上櫃,觀光
5301.TWO,寶得利,上櫃,觀光
5364.TWO,力麗店,上櫃,觀光
5701.TWO,劍湖山,上櫃,觀光
5703.TWO,亞都,上櫃,觀光
5704.TWO,老爺知,上櫃,觀光
6015.TWO,宏遠證,上櫃,金融
6016.TWO,康和證,上櫃,金融
6020.TWO,大展證,上櫃,金融
6021.TWO,大慶證,上櫃,金融
6023.TWO,元大期,上櫃,金融
2916.TWO,滿心,上櫃,貿易百貨
2924.TWO,東凌-KY,上櫃,貿易百貨
3171.TWO,新洲,上櫃,貿易百貨
5902.TWO,德記,上櫃,貿易百貨
5903.TWO,全家,上櫃,貿易百貨
5904.TWO,寶雅,上櫃,貿易百貨
5905.TWO,南仁湖,上櫃,貿易百貨
6195.TWO,詩肯,上櫃,貿易百貨
8066.TWO,來思達,上櫃,貿易百貨
8433.TWO,弘帆,上櫃,貿易百貨
8941.TWO,關中,上櫃,貿易百貨
9960.TWO,邁達康,上櫃,貿易百貨
8908.TWO,欣雄,上櫃,油電燃氣
8917.TWO,欣泰,上櫃,油電燃氣
8927.TWO,北基,上櫃,油電燃氣
8931.TWO,大汽電,上櫃,油電燃氣
2926.TWO,誠品生活,上櫃,文化創意
3064.TWO,泰偉,上櫃,文化創意
3083.TWO,網龍,上櫃,文化創意
3086.TWO,華義,上櫃,文化創意
3293.TWO,鈊象,上櫃,文化創意
3546.TWO,宇峻,上櫃,文化創意
3687.TWO,歐買尬,上櫃,文化創意
4946.TWO,辣椒,上櫃,文化創意
5263.TWO,智崴,上櫃,文化創意
5278.TWO,尚凡,上櫃,文化創意
5478.TWO,智冠,上櫃,文化創意
6111.TWO,大宇資,上櫃,文化創意
6144.TWO,得利影,上櫃,文化創意
6169.TWO,昱泉,上櫃,文化創意
6180.TWO,橘子,上櫃,文化創意
6508.TWO,惠光,上櫃,農業科技業
8446.TWO,華研,上櫃,文化創意
8923.TWO,時報,上櫃,文化創意
9949.TWO,琉園,上櫃,文化創意
6199.TWO,天品,上櫃,管理
1584.TWO,精剛,上櫃,其他
2221.TWO,大甲,上櫃,其他
2640.TWO,大車隊,上櫃,其他
3252.TWO,海灣,上櫃,其他
3284.TWO,太普高,上櫃,其他
4430.TWO,耀億,上櫃,其他
4529.TWO,昶洧,上櫃,其他
4950.TWO,牧東,上櫃,其他
5312.TWO,寶島科,上櫃,其他
5530.TWO,龍巖,上櫃,其他
6179.TWO,亞通,上櫃,其他
6236.TWO,康呈,上櫃,其他
6294.TWO,智基,上櫃,其他
6803.TWO,崑鼎,上櫃,其他
8390.TWO,金益鼎,上櫃,其他
8401.TWO,白紗科,上櫃,其他
8418.TWO,捷必勝-KY,上櫃,其他
8421.TWO,旭源,上櫃,其他
8423.TWO,保綠-KY,上櫃,其他
8426.TWO,紅木-KY,上櫃,其他
8435.TWO,鉅邁,上櫃,其他
8905.TWO,裕國,上櫃,其他
8906.TWO,花王,上櫃,其他
8916.TWO,光隆,上櫃,其他
8921.TWO,沈氏,上櫃,其他
8924.TWO,大田,上櫃,其他
8928.TWO,鉅明,上櫃,其他
8929.TWO,富堡,上櫃,其他
8932.TWO,宏大,上櫃,其他
8933.TWO,愛地雅,上櫃,其他
8935.TWO,邦泰,上櫃,其他
8936.TWO,國統,上櫃,其他
8937.TWO,合騏,上櫃,其他
8938.TWO,明安,上櫃,其他
8942.TWO,森鉅,上櫃,其他
